tijdstip;datum;uur;kwartier;dag_van_week;weekdag;schoolvakantie;meetpunt_id;locatie;km;gemeente;weg;richting;voertuigen_kwartier;intensiteit_uur;weekdag_nr;maand;maand_naam;tijd_label
2025-01-11 08:00:00;2025-01-11;8;0;Saturday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;925;3700;5;1;Jan;08:00
2025-01-11 08:00:00;2025-01-11;8;0;Saturday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;573;2292;5;1;Jan;08:00
2025-01-11 08:00:00;2025-01-11;8;0;Saturday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;805;3220;5;1;Jan;08:00
2025-01-11 08:00:00;2025-01-11;8;0;Saturday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1085;4340;5;1;Jan;08:00
2025-01-11 08:00:00;2025-01-11;8;0;Saturday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;966;3864;5;1;Jan;08:00
2025-01-11 08:00:00;2025-01-11;8;0;Saturday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1125;4500;5;1;Jan;08:00
2025-01-11 08:15:00;2025-01-11;8;15;Saturday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;621;2484;5;1;Jan;08:15
2025-01-11 08:15:00;2025-01-11;8;15;Saturday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;805;3220;5;1;Jan;08:15
2025-01-11 08:15:00;2025-01-11;8;15;Saturday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;447;1788;5;1;Jan;08:15
2025-01-11 08:15:00;2025-01-11;8;15;Saturday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;755;3020;5;1;Jan;08:15
2025-01-11 08:15:00;2025-01-11;8;15;Saturday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;909;3636;5;1;Jan;08:15
2025-01-11 08:15:00;2025-01-11;8;15;Saturday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;785;3140;5;1;Jan;08:15
2025-01-11 08:15:00;2025-01-11;8;15;Saturday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;590;2360;5;1;Jan;08:15
2025-01-11 08:15:00;2025-01-11;8;15;Saturday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1193;4772;5;1;Jan;08:15
2025-01-11 08:30:00;2025-01-11;8;30;Saturday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;771;3084;5;1;Jan;08:30
2025-01-11 08:30:00;2025-01-11;8;30;Saturday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;762;3048;5;1;Jan;08:30
2025-01-11 08:30:00;2025-01-11;8;30;Saturday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;659;2636;5;1;Jan;08:30
2025-01-11 08:30:00;2025-01-11;8;30;Saturday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;710;2840;5;1;Jan;08:30
2025-01-11 08:30:00;2025-01-11;8;30;Saturday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;975;3900;5;1;Jan;08:30
2025-01-11 08:30:00;2025-01-11;8;30;Saturday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1030;4120;5;1;Jan;08:30
2025-01-11 08:30:00;2025-01-11;8;30;Saturday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;630;2520;5;1;Jan;08:30
2025-01-11 08:30:00;2025-01-11;8;30;Saturday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;910;3640;5;1;Jan;08:30
2025-01-12 07:00:00;2025-01-12;7;0;Sunday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;623;2492;6;1;Jan;07:00
2025-01-12 07:00:00;2025-01-12;7;0;Sunday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;565;2260;6;1;Jan;07:00
2025-01-12 07:00:00;2025-01-12;7;0;Sunday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;916;3664;6;1;Jan;07:00
2025-01-12 07:00:00;2025-01-12;7;0;Sunday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;783;3132;6;1;Jan;07:00
2025-01-12 07:00:00;2025-01-12;7;0;Sunday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1212;4848;6;1;Jan;07:00
2025-01-12 07:00:00;2025-01-12;7;0;Sunday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1123;4492;6;1;Jan;07:00
2025-01-12 07:00:00;2025-01-12;7;0;Sunday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1051;4204;6;1;Jan;07:00
2025-01-12 07:00:00;2025-01-12;7;0;Sunday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;735;2940;6;1;Jan;07:00
2025-01-12 07:15:00;2025-01-12;7;15;Sunday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;689;2756;6;1;Jan;07:15
2025-01-12 07:15:00;2025-01-12;7;15;Sunday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;607;2428;6;1;Jan;07:15
2025-01-12 07:15:00;2025-01-12;7;15;Sunday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;852;3408;6;1;Jan;07:15
2025-01-12 07:15:00;2025-01-12;7;15;Sunday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;914;3656;6;1;Jan;07:15
2025-01-12 07:15:00;2025-01-12;7;15;Sunday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;901;3604;6;1;Jan;07:15
2025-01-12 07:15:00;2025-01-12;7;15;Sunday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;757;3028;6;1;Jan;07:15
2025-01-12 07:15:00;2025-01-12;7;15;Sunday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;948;3792;6;1;Jan;07:15
2025-01-12 07:15:00;2025-01-12;7;15;Sunday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1212;4848;6;1;Jan;07:15
2025-01-12 07:30:00;2025-01-12;7;30;Sunday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;771;3084;6;1;Jan;07:30
2025-01-12 07:30:00;2025-01-12;7;30;Sunday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;960;3840;6;1;Jan;07:30
2025-01-12 07:30:00;2025-01-12;7;30;Sunday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;793;3172;6;1;Jan;07:30
2025-01-12 07:30:00;2025-01-12;7;30;Sunday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;869;3476;6;1;Jan;07:30
2025-01-12 07:30:00;2025-01-12;7;30;Sunday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;701;2804;6;1;Jan;07:30
2025-01-12 07:30:00;2025-01-12;7;30;Sunday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;962;3848;6;1;Jan;07:30
2025-01-12 07:30:00;2025-01-12;7;30;Sunday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;903;3612;6;1;Jan;07:30
2025-01-12 07:30:00;2025-01-12;7;30;Sunday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1277;5108;6;1;Jan;07:30
2025-01-12 07:45:00;2025-01-12;7;45;Sunday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;903;3612;6;1;Jan;07:45
2025-01-12 07:45:00;2025-01-12;7;45;Sunday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;698;2792;6;1;Jan;07:45
2025-01-12 07:45:00;2025-01-12;7;45;Sunday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;776;3104;6;1;Jan;07:45
2025-01-12 07:45:00;2025-01-12;7;45;Sunday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;800;3200;6;1;Jan;07:45
2025-01-12 07:45:00;2025-01-12;7;45;Sunday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1013;4052;6;1;Jan;07:45
2025-01-12 07:45:00;2025-01-12;7;45;Sunday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;616;2464;6;1;Jan;07:45
2025-01-12 07:45:00;2025-01-12;7;45;Sunday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;920;3680;6;1;Jan;07:45
2025-01-12 07:45:00;2025-01-12;7;45;Sunday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1189;4756;6;1;Jan;07:45
2025-01-12 08:00:00;2025-01-12;8;0;Sunday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;758;3032;6;1;Jan;08:00
2025-01-12 08:00:00;2025-01-12;8;0;Sunday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;630;2520;6;1;Jan;08:00
2025-01-12 08:00:00;2025-01-12;8;0;Sunday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;921;3684;6;1;Jan;08:00
2025-01-12 08:00:00;2025-01-12;8;0;Sunday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;698;2792;6;1;Jan;08:00
2025-01-12 08:00:00;2025-01-12;8;0;Sunday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;683;2732;6;1;Jan;08:00
2025-01-12 08:00:00;2025-01-12;8;0;Sunday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;905;3620;6;1;Jan;08:00
2025-01-12 08:00:00;2025-01-12;8;0;Sunday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1155;4620;6;1;Jan;08:00
2025-01-12 08:00:00;2025-01-12;8;0;Sunday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1420;5680;6;1;Jan;08:00
2025-01-12 08:15:00;2025-01-12;8;15;Sunday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;832;3328;6;1;Jan;08:15
2025-01-12 08:15:00;2025-01-12;8;15;Sunday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;818;3272;6;1;Jan;08:15
2025-01-12 08:15:00;2025-01-12;8;15;Sunday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1079;4316;6;1;Jan;08:15
2025-01-12 08:15:00;2025-01-12;8;15;Sunday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;874;3496;6;1;Jan;08:15
2025-01-12 08:15:00;2025-01-12;8;15;Sunday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;706;2824;6;1;Jan;08:15
2025-01-12 08:15:00;2025-01-12;8;15;Sunday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;936;3744;6;1;Jan;08:15
2025-01-12 08:15:00;2025-01-12;8;15;Sunday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;959;3836;6;1;Jan;08:15
2025-01-12 08:15:00;2025-01-12;8;15;Sunday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1000;4000;6;1;Jan;08:15
2025-01-12 08:30:00;2025-01-12;8;30;Sunday;False;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;823;3292;6;1;Jan;08:30
2025-01-12 08:30:00;2025-01-12;8;30;Sunday;False;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;873;3492;6;1;Jan;08:30
2025-01-12 08:30:00;2025-01-12;8;30;Sunday;False;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;799;3196;6;1;Jan;08:30
2025-01-12 08:30:00;2025-01-12;8;30;Sunday;False;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;705;2820;6;1;Jan;08:30
2025-01-12 08:30:00;2025-01-12;8;30;Sunday;False;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;756;3024;6;1;Jan;08:30
2025-01-12 08:30:00;2025-01-12;8;30;Sunday;False;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;1203;4812;6;1;Jan;08:30
2025-01-12 08:30:00;2025-01-12;8;30;Sunday;False;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;1091;4364;6;1;Jan;08:30
2025-01-12 08:30:00;2025-01-12;8;30;Sunday;False;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;1090;4360;6;1;Jan;08:30
2025-01-13 07:00:00;2025-01-13;7;0;Monday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1843;7372;0;1;Jan;07:00
2025-01-13 07:00:00;2025-01-13;7;0;Monday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1790;7160;0;1;Jan;07:00
2025-01-13 07:00:00;2025-01-13;7;0;Monday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1957;7828;0;1;Jan;07:00
2025-01-13 07:00:00;2025-01-13;7;0;Monday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;2244;8976;0;1;Jan;07:00
2025-01-13 07:00:00;2025-01-13;7;0;Monday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;2482;9928;0;1;Jan;07:00
2025-01-13 07:00:00;2025-01-13;7;0;Monday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;2669;10676;0;1;Jan;07:00
2025-01-13 07:00:00;2025-01-13;7;0;Monday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2816;11264;0;1;Jan;07:00
2025-01-13 07:00:00;2025-01-13;7;0;Monday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2500;10000;0;1;Jan;07:00
2025-01-13 07:15:00;2025-01-13;7;15;Monday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;2067;8268;0;1;Jan;07:15
2025-01-13 07:15:00;2025-01-13;7;15;Monday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;2169;8676;0;1;Jan;07:15
2025-01-13 07:15:00;2025-01-13;7;15;Monday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;2348;9392;0;1;Jan;07:15
2025-01-13 07:15:00;2025-01-13;7;15;Monday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;2421;9684;0;1;Jan;07:15
2025-01-13 07:15:00;2025-01-13;7;15;Monday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;2559;10236;0;1;Jan;07:15
2025-01-13 07:15:00;2025-01-13;7;15;Monday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;3357;13428;0;1;Jan;07:15
2025-01-13 07:15:00;2025-01-13;7;15;Monday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2881;11524;0;1;Jan;07:15
2025-01-13 07:15:00;2025-01-13;7;15;Monday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;3078;12312;0;1;Jan;07:15
2025-01-13 07:30:00;2025-01-13;7;30;Monday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;2383;9532;0;1;Jan;07:30
2025-01-13 07:30:00;2025-01-13;7;30;Monday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;2149;8596;0;1;Jan;07:30
2025-01-13 07:30:00;2025-01-13;7;30;Monday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;2629;10516;0;1;Jan;07:30
2025-01-13 07:30:00;2025-01-13;7;30;Monday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;2654;10616;0;1;Jan;07:30
2025-01-13 07:30:00;2025-01-13;7;30;Monday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;2814;11256;0;1;Jan;07:30
2025-01-13 07:30:00;2025-01-13;7;30;Monday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;3278;13112;0;1;Jan;07:30
2025-01-13 07:30:00;2025-01-13;7;30;Monday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2962;11848;0;1;Jan;07:30
2025-01-13 07:30:00;2025-01-13;7;30;Monday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;3975;15900;0;1;Jan;07:30
2025-01-13 07:45:00;2025-01-13;7;45;Monday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;2178;8712;0;1;Jan;07:45
2025-01-13 07:45:00;2025-01-13;7;45;Monday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;2219;8876;0;1;Jan;07:45
2025-01-13 07:45:00;2025-01-13;7;45;Monday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;2588;10352;0;1;Jan;07:45
2025-01-13 07:45:00;2025-01-13;7;45;Monday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;2488;9952;0;1;Jan;07:45
2025-01-13 07:45:00;2025-01-13;7;45;Monday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;2849;11396;0;1;Jan;07:45
2025-01-13 07:45:00;2025-01-13;7;45;Monday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;2901;11604;0;1;Jan;07:45
2025-01-13 07:45:00;2025-01-13;7;45;Monday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;3186;12744;0;1;Jan;07:45
2025-01-13 07:45:00;2025-01-13;7;45;Monday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;3107;12428;0;1;Jan;07:45
2025-01-13 08:00:00;2025-01-13;8;0;Monday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1830;7320;0;1;Jan;08:00
2025-01-13 08:00:00;2025-01-13;8;0;Monday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1996;7984;0;1;Jan;08:00
2025-01-13 08:00:00;2025-01-13;8;0;Monday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;2190;8760;0;1;Jan;08:00
2025-01-13 08:00:00;2025-01-13;8;0;Monday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;2163;8652;0;1;Jan;08:00
2025-01-13 08:00:00;2025-01-13;8;0;Monday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;2560;10240;0;1;Jan;08:00
2025-01-13 08:00:00;2025-01-13;8;0;Monday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;2904;11616;0;1;Jan;08:00
2025-01-13 08:00:00;2025-01-13;8;0;Monday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2553;10212;0;1;Jan;08:00
2025-01-13 08:00:00;2025-01-13;8;0;Monday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2923;11692;0;1;Jan;08:00
2025-01-13 08:15:00;2025-01-13;8;15;Monday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;2031;8124;0;1;Jan;08:15
2025-01-13 08:15:00;2025-01-13;8;15;Monday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;2041;8164;0;1;Jan;08:15
2025-01-13 08:15:00;2025-01-13;8;15;Monday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1854;7416;0;1;Jan;08:15
2025-01-13 08:15:00;2025-01-13;8;15;Monday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;2101;8404;0;1;Jan;08:15
2025-01-13 08:15:00;2025-01-13;8;15;Monday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;2278;9112;0;1;Jan;08:15
2025-01-13 08:15:00;2025-01-13;8;15;Monday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;2307;9228;0;1;Jan;08:15
2025-01-13 08:15:00;2025-01-13;8;15;Monday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2317;9268;0;1;Jan;08:15
2025-01-13 08:15:00;2025-01-13;8;15;Monday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2495;9980;0;1;Jan;08:15
2025-01-13 08:30:00;2025-01-13;8;30;Monday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;1441;5764;0;1;Jan;08:30
2025-01-13 08:30:00;2025-01-13;8;30;Monday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1430;5720;0;1;Jan;08:30
2025-01-13 08:30:00;2025-01-13;8;30;Monday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;1441;5764;0;1;Jan;08:30
2025-01-13 08:30:00;2025-01-13;8;30;Monday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;1786;7144;0;1;Jan;08:30
2025-01-13 08:30:00;2025-01-13;8;30;Monday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;1761;7044;0;1;Jan;08:30
2025-01-13 08:30:00;2025-01-13;8;30;Monday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;2334;9336;0;1;Jan;08:30
2025-01-13 08:30:00;2025-01-13;8;30;Monday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2116;8464;0;1;Jan;08:30
2025-01-13 08:30:00;2025-01-13;8;30;Monday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2587;10348;0;1;Jan;08:30
2025-01-14 07:00:00;2025-01-14;7;0;Tuesday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;2147;8588;1;1;Jan;07:00
2025-01-14 07:00:00;2025-01-14;7;0;Tuesday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1978;7912;1;1;Jan;07:00
2025-01-14 07:00:00;2025-01-14;7;0;Tuesday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;2080;8320;1;1;Jan;07:00
2025-01-14 07:00:00;2025-01-14;7;0;Tuesday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;2146;8584;1;1;Jan;07:00
2025-01-14 07:00:00;2025-01-14;7;0;Tuesday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;2296;9184;1;1;Jan;07:00
2025-01-14 07:00:00;2025-01-14;7;0;Tuesday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;2691;10764;1;1;Jan;07:00
2025-01-14 07:00:00;2025-01-14;7;0;Tuesday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;2632;10528;1;1;Jan;07:00
2025-01-14 07:00:00;2025-01-14;7;0;Tuesday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2338;9352;1;1;Jan;07:00
2025-01-14 07:15:00;2025-01-14;7;15;Tuesday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;2366;9464;1;1;Jan;07:15
2025-01-14 07:15:00;2025-01-14;7;15;Tuesday;True;False;E17-WM-02;E17 Waasmunster-Kruisweg;109.8;Waasmunster;E17;Antwerpen;1969;7876;1;1;Jan;07:15
2025-01-14 07:15:00;2025-01-14;7;15;Tuesday;True;False;E17-BV-01;E17 Beveren;113.5;Beveren;E17;Antwerpen;2355;9420;1;1;Jan;07:15
2025-01-14 07:15:00;2025-01-14;7;15;Tuesday;True;False;E17-BV-02;E17 Beveren-Melsele;116.0;Beveren;E17;Antwerpen;2291;9164;1;1;Jan;07:15
2025-01-14 07:15:00;2025-01-14;7;15;Tuesday;True;False;E17-ZW-01;E17 Zwijndrecht;120.3;Zwijndrecht;E17;Antwerpen;2344;9376;1;1;Jan;07:15
2025-01-14 07:15:00;2025-01-14;7;15;Tuesday;True;False;E17-ZW-02;E17 Burcht;124.7;Zwijndrecht;E17;Antwerpen;2466;9864;1;1;Jan;07:15
2025-01-14 07:15:00;2025-01-14;7;15;Tuesday;True;False;E17-KN-01;E17 voor Kennedytunnel;128.5;Antwerpen;E17;Antwerpen;3054;12216;1;1;Jan;07:15
2025-01-14 07:15:00;2025-01-14;7;15;Tuesday;True;False;E17-KN-02;E17 Kennedytunnel inrit;130.1;Antwerpen;E17;Antwerpen;2991;11964;1;1;Jan;07:15
2025-01-14 07:30:00;2025-01-14;7;30;Tuesday;True;False;E17-WM-01;E17 Waasmunster;108.2;Waasmunster;E17;Antwerpen;2341;9364;1;1;Jan;07:30
